author_id,name,fields_of_study,publication_count,h_index,citation_count,avg_self_similarity,std_self_similarity
A5011390107,Jaffy C. F. Lau,Physics and Astronomy; Chemistry,1,1,8,,
A5056324639,Koun Ping Cheng,Mathematics; Physics and Astronomy,1,1,1,,
A5056262918,Z. Liu,Physics and Astronomy,1,1,35,,
A5056227340,D. Wiards,Physics and Astronomy; Materials Science,1,1,37,,
A5110060167,George PH Styan,Computer Science; Mathematics; Physics and Astronomy,1,1,5,,
A5060997720,EB Podgorsak,Physics and Astronomy; Medicine; Decision Sciences,4,1,2,,
A5056164998,D Liu,Physics and Astronomy; Medicine; Agricultural and Biological Sciences,1,1,1,,
A5092207172,Khalid Al-Naemi,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",6,1,32,,
A5056025471,C. Park,Physics and Astronomy,1,1,190,,
A5120058342,Ben Coull-Neveu,Physics and Astronomy,3,1,2,,
A5109980928,G. H. Gillanders,Physics and Astronomy,1,1,256,,
A5059842069,Alexandra Tcheng,Engineering; Computer Science; Physics and Astronomy,4,1,2,,
A5119487661,Clément Fortin,Physics and Astronomy; Chemistry,3,1,1,,
A5059365924,Quentin Stoyel,Physics and Astronomy; Materials Science; Engineering,4,1,5,,
A5071524481,H. Pekau,Computer Science; Physics and Astronomy,1,1,4,,
A5086298272,J.K.P. Lee,Physics and Astronomy,1,1,107,,
A5086271887,Mostafa Khali,Engineering; Physics and Astronomy,1,1,2,,
A5026049070,N. Leporé,Physics and Astronomy,1,1,35,,
A5086227678,Z. Liu,Physics and Astronomy; Engineering,1,1,31,,
A5041700695,L. Rudolf,Physics and Astronomy,1,1,2,,
A5071221738,Y. Ye,Physics and Astronomy,1,1,67,,
A5025996573,H. S. Kim,Physics and Astronomy,1,1,96,,
A5025977399,Z. Liu,Physics and Astronomy,1,1,30,,
A5025871728,Y. Ye,Physics and Astronomy,1,1,308,,
A5086050887,Carl Graves,Physics and Astronomy; Computer Science,1,1,65,,
A5070989008,Z. Liu,Physics and Astronomy,1,1,33,,
A5025758074,C. R. Wall,Physics and Astronomy; Engineering,1,1,2,,
A5070968715,L. Mydlarsky,Engineering; Physics and Astronomy,1,1,8,,
A5070965608,Jonathan W Sharman,Physics and Astronomy,1,1,24,,
A5025654546,H. S. Kim,Physics and Astronomy,1,1,65,,
A5123140286,Rustam Z. Khaliullin,Materials Science; Physics and Astronomy; Chemistry,2,1,1,,
A5012636331,T. Ziegler,Environmental Science; Physics and Astronomy; Health Professions,3,1,2,,
A5122132771,Ruby Wei,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Engineering",2,1,1,,
A5027974760,Sheng-Dong Chang,Engineering; Medicine; Physics and Astronomy,2,1,7,,
A5027600121,I. Kvasnikova,Physics and Astronomy; Decision Sciences,2,1,26,,
A5027411374,C.J. Thompson,Medicine; Physics and Astronomy; Engineering,2,1,1,,
A5002744550,Robin Khanfir,"Mathematics; Physics and Astronomy; Economics, Econometrics and Finance",19,1,4,,
A5026978324,Jan Viatteau,Physics and Astronomy,2,1,2,,
A5011374579,Aleksandar Z. Borisov,"Biochemistry, Genetics and Molecular Biology; Medicine; Physics and Astronomy",1,1,30,,
A5011284712,Rosemary Le Faive,Materials Science; Physics and Astronomy; Engineering,1,1,1,,
A5109860829,H. Kim,Physics and Astronomy,1,1,12,,
A5011009811,Carolyn W.B Lee,Chemistry; Materials Science; Physics and Astronomy,1,1,13,,
A5010932660,K FILIMONOV,Physics and Astronomy,1,1,1,,
A5103925975,Md Samuil Alam,Physics and Astronomy; Engineering,1,1,5,,
A5010707103,H. Kim,Physics and Astronomy,1,1,719,,
A5103816348,Gergory Tarle,Physics and Astronomy,1,1,11,,
A5055660216,Kassandra Sofonio,Earth and Planetary Sciences; Physics and Astronomy,1,1,1,,
A5059151134,Jorge Dulanto Carbajal,Engineering; Physics and Astronomy; Chemistry,2,1,16,,
A5055508086,Chris Viger,Physics and Astronomy,1,1,2,,
A5070488442,Z. Liu,Physics and Astronomy,1,1,58,,
A5070419113,H. S. Kim,Physics and Astronomy,1,1,141,,
A5055260798,S. V. Dantu,Physics and Astronomy,1,1,24,,
A5055186071,Z. Liu,Physics and Astronomy,1,1,38,,
A5121009651,Lucas Fernandes da Silva,"Biochemistry, Genetics and Molecular Biology; Materials Science; Physics and Astronomy",2,1,1,,
A5040952691,H. Kim,Physics and Astronomy,1,1,12,,
A5119858629,Rachel Darlinger,Physics and Astronomy; Engineering,2,1,7,,
A5090784026,S. H. Robertson,Physics and Astronomy,2,1,19,,
A5090583850,B. Harack,Physics and Astronomy; Engineering,2,1,1,,
A5090498427,J. Lambek,Mathematics; Computer Science; Physics and Astronomy,2,1,20,,
A5068892414,Alistair Barton,Neuroscience; Physics and Astronomy; Medicine,3,1,28,,
A5009595532,Pouria Tirgar Bahnamiri,"Biochemistry, Genetics and Molecular Biology; Medicine; Physics and Astronomy",3,1,1,,
A5009019451,Geoffrey N. Pratt,"Social Sciences; Physics and Astronomy; Economics, Econometrics and Finance",3,1,3,,
A5113106602,Gabriel R. Dubé,Engineering; Physics and Astronomy,3,1,1,,
A5056097856,Polina Titova,Physics and Astronomy; Computer Science; Environmental Science,4,1,1,,
A5055757215,H. Rasiwala,Physics and Astronomy; Chemistry,4,1,1,,
A5103641802,D. F. Rosa,Earth and Planetary Sciences; Physics and Astronomy,1,1,11,,
A5103609056,Dufour M-A,Physics and Astronomy; Computer Science,1,1,1,,
A5054074722,Gabriel Crudele,Computer Science; Mathematics; Physics and Astronomy,4,1,2,,
A5103500406,Xiao‐Wen Chang,Physics and Astronomy; Computer Science; Mathematics,1,1,5,,
A5084977037,Sylvie Valcourt,Physics and Astronomy; Medicine,1,1,8,,
A5066812209,S. A. Gorji Zadeh,Engineering; Physics and Astronomy; Computer Science,3,1,13,,
A5066530200,J. Papayanatos,Physics and Astronomy; Medicine; Engineering,3,1,3,,
A5084708577,C.H. Westcott,Engineering; Physics and Astronomy,1,1,8,,
A5084637726,A. T. Lee,Physics and Astronomy,1,1,3,,
A5040754026,R.D. Kinsella,Engineering; Physics and Astronomy,1,1,7,,
A5089860596,Manmeet Bhabra,Engineering; Physics and Astronomy,2,1,1,,
A5040725716,Seyed-Rahi Modirnia,Engineering; Physics and Astronomy,1,1,1,,
A5040721645,L. Barkley,Engineering; Physics and Astronomy,1,1,4,,
A5040716609,Z. Zhang,Physics and Astronomy,1,1,28,,
A5119410145,Wenke Xia,Physics and Astronomy; Engineering,2,1,2,,
A5089370148,Félix-Antoine Valin,Physics and Astronomy,2,1,18,,
A5089187685,Sara Froehlich,Physics and Astronomy; Mathematics,2,1,31,,
A5025965691,J.C. Li,Engineering; Materials Science; Physics and Astronomy,2,1,6,,
A5040527126,D. S. Calder,Physics and Astronomy; Engineering,1,1,17,,
A5119159462,Aleksandar Mikov,Chemistry; Engineering; Physics and Astronomy,2,1,4,,
A5088924839,Kit M. Gerodias,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",2,1,1,,
A5040376002,J.L. Robar,Physics and Astronomy; Engineering,1,1,1,,
A5118865028,Patrick Janulewicz,Physics and Astronomy; Engineering,2,1,1,,
A5058345390,J.P. Webb,Engineering; Physics and Astronomy,2,1,3,,
A5069897796,M. Aznar,Physics and Astronomy; Medicine,1,1,5,,
A5069876682,J. Milie-emili,Medicine; Physics and Astronomy,1,1,61,,
A5069450324,R.L. Clancy,Physics and Astronomy; Engineering,1,1,1,,
A5067078913,M. Heffernan,Physics and Astronomy,7,1,12,,
A5112253048,M Taylor,Medicine; Neuroscience; Physics and Astronomy,3,1,13,,
A5112024772,G. Yu,Engineering; Physics and Astronomy; Medicine,3,1,42,,
A5009384802,Yiyun Hua,Neuroscience; Physics and Astronomy,1,1,1,,
A5103346429,K-Kuen Tam,Physics and Astronomy,1,1,1,,
A5048918391,T.S. Roseanu,Engineering; Physics and Astronomy,4,1,3,,
A5102685476,Jinbang Huang,Physics and Astronomy; Engineering,1,1,8,,
A5025023325,Tiangu Gu,Physics and Astronomy; Engineering,1,1,2,,
A5084389883,B. Magrolis,Physics and Astronomy; Engineering,1,1,32,,
A5064108721,M Wang,Medicine; Physics and Astronomy,3,1,6,,
A5039865382,I.E. Crawford,Physics and Astronomy; Engineering,1,1,1,,
A5084030565,Z. Liu,Physics and Astronomy,1,1,31,,
A5084027662,P. HAYDEN,Computer Science; Physics and Astronomy,1,1,38,,
A5056747210,Sandrina Coquet,Earth and Planetary Sciences; Physics and Astronomy; Chemistry,2,1,57,,
A5056630897,Cédrick Perron,Physics and Astronomy,2,1,7,,
A5024831275,W. L. Percival,Physics and Astronomy; Medicine,2,1,39,,
A5073967031,Declan Persram,Physics and Astronomy,6,1,83,,
A5024478309,Lily Sayegh,Arts and Humanities; Psychology; Physics and Astronomy,2,1,66,,
A5056264836,C. Gale,Physics and Astronomy,2,1,14,,
A5055916326,Andrew M. Way,Environmental Science; Physics and Astronomy; Earth and Planetary Sciences,2,1,5,,
A5077149455,Yushu Zhao,Engineering; Physics and Astronomy,5,1,4,,
A5004475850,Catherine Massé,Physics and Astronomy; Engineering,3,1,5,,
A5004141424,D. Plant,Engineering; Physics and Astronomy,3,1,1,,
A5009273078,Theano Vlachou,Engineering; Physics and Astronomy,1,1,16,,
A5009217558,L. Ciupik,Physics and Astronomy,1,1,1,,
A5009074968,Michael Mostoslavsky,Physics and Astronomy,1,1,24,,
A5024864680,Connor Sheere,Physics and Astronomy,1,1,4,,
A5071744488,Maryam Rahbaran,Medicine; Physics and Astronomy,11,1,2,,
A5024616995,Rutika Savaliya,Materials Science; Physics and Astronomy,1,1,4,,
A5024598788,H. Kim,Physics and Astronomy,1,1,10,,
A5102191936,Binxin Wu,Materials Science; Physics and Astronomy,1,1,32,,
A5024420920,R.J. Kostyk,Physics and Astronomy; Materials Science; Chemistry,1,1,18,,
A5039620348,Nicolas Courtemanche,Computer Science; Physics and Astronomy; Medicine,1,1,2,,
A5039584055,H. H. Hung,Physics and Astronomy,1,1,1,,
A5069332538,Rasha El-Ghafari,Physics and Astronomy; Environmental Science; Engineering,1,1,76,,
A5069123054,Sohil Rangwala,Neuroscience; Physics and Astronomy; Psychology,1,1,24,,
A5069075516,X. Chen,Physics and Astronomy; Materials Science,1,1,78,,
A5115433820,J. Kokkalis,Materials Science; Physics and Astronomy; Engineering,2,1,1,,
A5115433819,T. Sobral,Materials Science; Physics and Astronomy; Engineering,2,1,1,,
A5023908292,Diane B. Frenkel-Leith,Medicine; Physics and Astronomy,2,1,16,,
A5115934255,Upsana Dasgupta,Physics and Astronomy; Engineering,1,1,9,,
A5023538524,J. K. P. Lee,Physics and Astronomy; Engineering,2,1,27,,
A5023491468,P. Kambhampati,Physics and Astronomy; Materials Science; Engineering,2,1,2,,
A5074820867,H. Aoid,Earth and Planetary Sciences; Physics and Astronomy; Environmental Science,5,1,2,,
A5109231250,A. Hamilton,Physics and Astronomy,1,1,137,,
A5054672817,H. Kim,Physics and Astronomy,1,1,10,,
A5109198982,M. B�langer,Engineering; Physics and Astronomy,1,1,8,,
A5054647234,Chris Sitaras,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Medicine",2,1,29,,
A5073221107,V. P. Havin,"Mathematics; Physics and Astronomy; Economics, Econometrics and Finance",5,1,3,,
A5054647099,Madeleine Kenwood,Neuroscience; Physics and Astronomy; Psychology,2,1,4,,
A5109180927,Thomas J. F. Pavlasek,Physics and Astronomy; Engineering,1,1,6,,
A5043562668,L. Reindler,Physics and Astronomy; Earth and Planetary Sciences,4,1,16,,
A5023838118,K. Murthy,Physics and Astronomy; Medicine,1,1,5,,
A5083072043,Youssef Bestavros,Physics and Astronomy; Environmental Science,1,1,9,,
A5038889493,J. Z. Boretsky,Physics and Astronomy,1,1,1,,
A5083036989,Dong-Ming He,Physics and Astronomy,1,1,82,,
A5083036141,Y. Ye,Physics and Astronomy,1,1,255,,
A5101336975,Yuxue Zhu,Physics and Astronomy; Environmental Science; Social Sciences,1,1,8,,
A5101336974,Jiayue Zheng,Physics and Astronomy; Environmental Science; Social Sciences,1,1,8,,
A5082823570,H. S. Kim,Physics and Astronomy,1,1,308,,
A5082581156,C.L. Thompson,Medicine; Physics and Astronomy,1,1,4,,
A5038350798,R. Abouchacra,Engineering; Physics and Astronomy,1,1,33,,
A5038306316,J LEE,Physics and Astronomy; Engineering,1,1,11,,
A5022052682,G. Wang,Physics and Astronomy,2,1,28,,
A5070823912,Zun Wang,Physics and Astronomy; Earth and Planetary Sciences; Computer Science,5,1,8,,
A5068613283,Z. Liu,Physics and Astronomy,1,1,25,,
A5053735859,M.J. Hinse,Medicine; Physics and Astronomy; Engineering,2,1,4,,
A5109114602,J�r�me Losson,Mathematics; Computer Science; Physics and Astronomy,1,1,12,,
A5054326805,N.R. Atluri,Decision Sciences; Engineering; Physics and Astronomy,1,1,1,,
A5053577897,Max M. Gransden,Physics and Astronomy; Chemistry,2,1,23,,
A5058531373,Bojana Popić,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Engineering",3,1,107,,
A5114411734,Jean‐Christophe Lamanque,Physics and Astronomy; Engineering,2,1,4,,
A5109088345,J. J. Hogan,Physics and Astronomy,1,1,6,,
A5053492889,Mehryar Keshavarz,Physics and Astronomy; Medicine,2,1,1,,
A5053401184,Wei Ruo-ya,Engineering; Computer Science; Physics and Astronomy,2,1,2,,
A5054180657,T. Surer,Physics and Astronomy; Engineering,1,1,7,,
A5021736193,Zahra Karim Aghaloo,Computer Science; Physics and Astronomy; Medicine,2,1,20,,
A5109077483,C. Potter,Physics and Astronomy,1,1,79,,
A5068288224,P. E. Des Trois Maisons,Physics and Astronomy; Engineering,1,1,32,,
A5021622582,Tristan Shoemaker,Physics and Astronomy; Medicine,2,1,18,,
A5068278725,Z. Liu,Physics and Astronomy,1,1,35,,
A5114112359,Hosne Mobarok Shamim,Engineering; Materials Science; Physics and Astronomy,2,1,40,,
A5114101158,Qiqi Zhong,"Business, Management and Accounting; Engineering; Physics and Astronomy",2,1,1,,
A5109066253,D. Hanson,Physics and Astronomy,1,1,75,,
A5087557921,S. Sˇuba,Physics and Astronomy,2,1,1,,
A5114011954,Jorge Jorge Dulanto,Physics and Astronomy; Engineering,2,1,2,,
A5052899521,H.P. Wang,Engineering; Materials Science; Physics and Astronomy,2,1,8,,
A5046273757,M. Rouble,Physics and Astronomy; Engineering,7,1,6,,
A5123446744,J. L. Sievers,Environmental Science; Physics and Astronomy,1,1,1,,
A5123433693,L. Nasu‐Yu,Environmental Science; Physics and Astronomy,1,1,1,,
A5123407801,H. C. Chiang,Environmental Science; Physics and Astronomy,1,1,1,,
A5119890993,Roman Akhmetshyn,Physics and Astronomy,4,1,1,,
A5023182832,Guoqing Lan,Materials Science; Physics and Astronomy; Engineering,1,1,6,,
A5023140988,H. S. Kim,Physics and Astronomy,1,1,123,,
A5113670583,Susana Campos Martins,"Physics and Astronomy; Economics, Econometrics and Finance; Social Sciences",2,1,5,,
A5100804654,M. Schram,Physics and Astronomy,1,1,64,,
A5113244705,Song‐Yang Zhang,Physics and Astronomy; Materials Science; Neuroscience,2,1,6,,
A5100499494,Yuliya Shpunarska,Physics and Astronomy; Engineering,1,1,48,,
A5086156454,N. J. Hopkins,Engineering; Chemistry; Physics and Astronomy,2,1,68,,
A5066238778,Cilmar Mello da Rosa,Agricultural and Biological Sciences; Physics and Astronomy; Environmental Science,5,1,10,,
A5052292573,Alf W. Nilsson,Physics and Astronomy,2,1,1,,
A5065823448,Olivia Mendelson,Agricultural and Biological Sciences; Psychology; Physics and Astronomy,5,1,3,,
A5051767631,Pierre Dionne,"Physics and Astronomy; Earth and Planetary Sciences; Biochemistry, Genetics and Molecular Biology",2,1,2,,
A5067565377,François Gros d'Aillon,Physics and Astronomy; Materials Science,1,1,4,,
A5051707421,Donald A. Anderson,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",2,1,2,,
A5040158275,Kuo-Lee Li,"Social Sciences; Physics and Astronomy; Business, Management and Accounting",7,1,1,,
A5053777549,Mohammed Shamrani,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",1,1,1,,
A5053721816,C. Kim,Physics and Astronomy,1,1,28,,
A5055854897,Jaarli Suviranta,Materials Science; Physics and Astronomy; Engineering,3,1,7,,
A5053504830,J K P Lee,Physics and Astronomy,1,1,13,,
A5053152337,Cynthia Chiang,Physics and Astronomy,1,1,1,,
A5023050985,Pam Ocampo-Alfaro,Physics and Astronomy,1,1,5,,
A5022717948,J. Malkoun,Physics and Astronomy; Engineering,1,1,3,,
A5022628128,M. Rabikumar,Physics and Astronomy,1,1,14,,
A5114019263,H. Jäger,Physics and Astronomy; Materials Science,4,1,23,,
A5022410683,E. B. Ramsey,Physics and Astronomy; Chemistry,1,1,16,,
A5085791087,C. K. Day,Physics and Astronomy; Engineering,2,1,3,,
A5085748274,J. Quaroni,Physics and Astronomy; Materials Science,2,1,14,,
A5085009801,Tina Hlimi,Medicine; Nursing; Physics and Astronomy,2,1,9,,
A5108529131,Gabriella Stroian,Physics and Astronomy; Medicine,1,1,18,,
A5112593009,DE Sheeran,Engineering; Physics and Astronomy; Earth and Planetary Sciences,2,1,2,,
A5108522889,D. J. J. Mangeol,Physics and Astronomy,1,1,45,,
A5059605289,Sasha Bell,Mathematics; Physics and Astronomy; Medicine,5,1,10,,
A5066844735,L. Valcarel,Physics and Astronomy,1,1,215,,
A5108500101,P. M. Patel,Physics and Astronomy,1,1,26,,
A5058502967,Johann Gest,Engineering; Physics and Astronomy,5,1,10,,
A5054795996,Ming Lei,Physics and Astronomy; Engineering,3,1,4,,
A5054644399,REES KASSEN,"Biochemistry, Genetics and Molecular Biology; Social Sciences; Physics and Astronomy",3,1,4,,
A5054244445,C. Rodenchuk,Materials Science; Physics and Astronomy; Engineering,3,1,95,,
A5050574197,Larissa Veryha,Physics and Astronomy; Materials Science,2,1,5,,
A5053531555,H. Kim,Physics and Astronomy; Engineering; Mathematics,3,1,282,,
A5050347907,Rodrigo Chavez Zavaleta,Physics and Astronomy; Materials Science,2,1,5,,
A5052550778,Diana Jovmir,Physics and Astronomy,1,1,13,,
A5049792128,Y. Zhang,Physics and Astronomy,2,1,28,,
A5113076179,Bailey Forster,Physics and Astronomy,4,1,2,,
A5112817224,Valérie Orsat,Physics and Astronomy; Engineering; Medicine,4,1,1,,
A5029779780,Stefan-Michael Wedenig,Physics and Astronomy; Social Sciences; Engineering,7,1,1,,
A5008644009,Manpreet Sull,Neuroscience; Physics and Astronomy; Psychology,1,1,2,,
A5022152580,Jean-Franc ̧ois Cliche,Physics and Astronomy,1,1,4,,
A5022075782,N. Kaveh-Moghaddam,Physics and Astronomy; Engineering,1,1,5,,
A5108223144,Francois Xavier Jette,Engineering; Earth and Planetary Sciences; Physics and Astronomy,3,1,48,,
A5107957831,Emily Petroff,Physics and Astronomy; Social Sciences; Engineering,3,1,24,,
A5021851624,Jamie Klassen,Physics and Astronomy; Mathematics,1,1,6,,
A5111854455,Daniel O'Donnell,Physics and Astronomy; Chemistry; Medicine,2,1,48,,
A5058011862,A. Thibodeau-Antonacci,Physics and Astronomy; Medicine; Computer Science,5,1,6,,
A5066602099,C. Carrie,Engineering; Physics and Astronomy,1,1,5,,
A5108413908,Jacline Belanger,Materials Science; Physics and Astronomy,1,1,1,,
A5066552250,Yaswanth R. Akaveeti,Physics and Astronomy; Mathematics; Engineering,1,1,1,,
A5108384690,Yi-Zhong Wang,Neuroscience; Physics and Astronomy; Psychology,1,1,16,,
A5055469980,Anan Lu,Physics and Astronomy; Environmental Science,5,1,19,,
A5055268991,Felix Fehse,Physics and Astronomy; Computer Science; Engineering,5,1,2,,
A5066268486,W. BRUCE ROSS,Physics and Astronomy; Engineering,1,1,2,,
A5108304764,Adam E. Lanmnan,Physics and Astronomy,1,1,18,,
A5082955986,Pierre-Olivier Tardif,Engineering; Physics and Astronomy,2,1,17,,
A5108259452,Jean-Francois Cliche,Physics and Astronomy; Engineering,1,1,4,,
A5066149347,Z. Liu,Physics and Astronomy; Computer Science,1,1,2,,
A5033476516,Mimi Lafleur,Physics and Astronomy; Social Sciences; Mathematics,4,1,2,,
A5052446271,A. Zaluzka,Physics and Astronomy; Materials Science,1,1,13,,
A5032849248,Vyta Senikas,Medicine; Physics and Astronomy; Engineering,4,1,1,,
A5032823022,Nicolas Fortier,Physics and Astronomy; Earth and Planetary Sciences,4,1,9,,
A5032513068,Kevin Constantineau,Physics and Astronomy; Engineering,4,1,2,,
A5052081680,H. S. Kim,Physics and Astronomy,1,1,45,,
A5052608131,F. Kingdom,Neuroscience; Physics and Astronomy; Engineering,3,1,2,,
A5020151504,Patrick Munroe,"Economics, Econometrics and Finance; Mathematics; Physics and Astronomy",2,1,3,,
